ChineseName,EnglishName,ChineseAddress,EnglishAddress,Phone,RoomCount
台北君品大酒店,Intelligent Environmental Hotel,臺北市大同區承德路1段3號(1樓.5樓~16樓及地下1樓.地下3樓),NO.16，Aly.71，Ln.101，Jingshan Rd.，Shilin Dist.，Taipei City 11192，Taiwan(R.O.C),02-21819999,286
甲山林湯旅JSL hotel,Bayman Hotel,臺北市中山區興安街56、58、60號1樓，62號1至9樓,"No.3, Ln. 145, Chang’an W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-25012222,157
柯達大飯店台北天津,My Hotel,臺北市中山區中山北路1段53巷22號、22號4樓至8樓,"12F, 12F.-1, 12F.-4,12F.-5,12F.-9 ,No.197, Sec.4, Zhongxiao E.Rd, Da’an Dist., Taipei City 106076, T",02-25812222,57
禾裕 北車,Green World Grand Nanjing,臺北市中正區重慶南路一段1號3樓,"1-14F., No.8, Sec. 3, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-29643678,23
承攜行旅台北八德館,K Hotels Nanjing,臺北市松山區八德路四段213號1-7樓,"No. 333, Sec. 3, Nanjing E. Rd., Songshan Dist., Taipei City 105 , Taiwan (R.O.C.)",02-27425575,76
愛玩客旅店,CITY SUITES Taipei Nanxi,臺北市萬華區西寧南路30號12樓,"No.169, Nanjing W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-23316008,1
新驛旅店台北車站二館,Hotel B7 Journey,臺北市大同區長安西路83號,"No. 94, Sec.1, Chongqing S. Rd.., Zhongzheng Dist., Taipei City, Taiwan (R.O.C.)",02-25555577,50
晶城青年旅館,Main Inn Taipei,臺北市大同區南京西路288號4樓（本號1戶）,"2F., No.1-1, Lane 29, Jhengjhou Rd., Datong District, Taipei City 103, Taiwan(R.O.C)",02-25507220,3
丹居青旅,White Space Design Hotel,臺北市萬華區漢中街154號,"4F.-2,4F.-1,4F., No. 40, Xuchang St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",0977-066154,11
城美行旅,Hotel Mvsa,"臺北市中正區漢口街一段88,90號1-7樓","No. 61, Sec. 1, Jianguo N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23147305,59
上華旅館,Shinshin Hotel Songshan,臺北市中山區雙城街5號2樓至6樓,"8-9F., No.12, Ln. 453, Sec. 4, Bade Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-25911190,40
雲富大飯店,HOTEL PAPA WHALE,臺北市中山區長春路24號2樓至8樓,"No.46, Kunming St., Wanhua Dist., Taipei City 108, Taiwan",02-25316767,55
山水樂會館,backpackers hostel,臺北市北投區中和街20巷6號,"No.13, Lane 25, Kangding Rd., Wanhua District, Taipei City",02-28922665,18
一加一旅館,Maple&#39;s Smile,臺北市萬華區昆明街34號3樓,"No.18-1, Ln. 131, Jingshan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)",02-23892886,13
和怡商務旅館,SHIN RONG HOTEL,臺北市南港區重陽路122號,"No.116, Wunlin Rd., Shihlin District, Taipei City",02-27890505,43
陽明山美國渡假村,DEJA VU HOTEL,臺北市士林區凱旋路69號、71號及61巷2弄6至10號,"1-4F., No.136, Sec. 1, Fuxing S. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-28623232,28
美觀園旅社,ARK Hotel,臺北市萬華區西寧南路90巷13號,"3F., No.246, Sec. 2, Minsheng E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23314123,15
珂曼旅館,WESTGATE HOTEL,臺北市萬華區西寧南路77號1-15樓、2樓之1-15樓之1、3樓之2-14樓之2、12樓之3-13樓之3、12樓之5,"No. 148 1F, No. 148-1 1F, No. 150, Section 1, Chung Hwa. Rd., Wanhua Dist., Taipei City 10843, Taiwa",02-23886000,64
東驛 E-HOUSE,american village resort,臺北市萬華區西寧南路155號3F,"No.69.Kaixuan Rd.Shlin, Dist.Taipei CITY",02-23615161,13
雅柏精緻旅館,SWI HWA HOTEL,臺北市松山區南京東路五段319、321、323、325、327、329、331號,"4-5F., No.235, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-27645858,36
雲沐行旅,The Tango Hotel Taipei Jiantan,臺北市大安區忠孝東路四段197號13樓及13樓之4、5、6、7、8、9,"1F-12F, No.16-6, Jihe Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)",02-27735177,42
東皇大飯店,funstayinn,臺北市北投區溫泉路108號1-6樓,"5F., No. 72-1, Xining S. Rd., Wanhua Dist., Taipei City",02-28913027,39
豪贊旅店,Cavemem Hostel,臺北市萬華區昆明街34號2樓,"7F, No.34, Guanqian Rd., Taipei, Taiwan(R.O.C.)",02-23702199,14
大來商旅,CAT TAIL POCKET INN (XIMEN),臺北市松山區長春路432號1-7樓,"2-4F., No. 1, Ln. 25, Kangding Rd.",02-27160011,62
洛碁三貝茲,plain stay hostel,臺北市松山區八德路四段16號1-7樓,"No. 4, Ln. 21, Zhengzhou Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-27630555,54
晴悅旅店,Caesar Park Taipei,臺北市中山區新生北路三段10號2、3樓,"No.38, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25992211,19
福泰桔子商務旅館西門店,Spring City Resort,臺北市萬華區中華路一段166之2號1至11樓,"1-6F., No.18, Youya Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-23115556,60
情覓汽車旅館,Taipei City Hostel,臺北市中山區植福路189號2樓,"No.41, Sec. 2, Hankou St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-85020689,16
互舍商旅台北館,Finders Hotel Fu-Qian,臺北市大同區重慶北路二段172號1至14樓、5樓之1至14樓之1及174號、保安街13、11號4樓,"No.86, Sec. 1, Chongqing S. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25533919,148
丹迪旅店-天津店,hotel6 Ximen,臺北市中山區中山北路一段135巷13號,"5th, 1st, 9th, and 10th floors, No. 152, Section 1, Zhonghua Road, Wanhua District, Taipei City; 9th",02-25415788,30
薇閣精品旅館(大直),ROYAL HOTEL,臺北市中山區敬業三路11號,"No 5-1,Hwaining Street,Taipei City,Taiwan",02-85026000,96
貴族商務旅館,Emperor Hotel,"臺北市士林區忠誠路二段21巷10,12號1至6樓","No.118, Sec. 1, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-28323388,49
台北漫步旅店,XimenGarden,臺北市萬華區成都路163號2至6樓,"3F.,No.90,Sec.1,Zhonhua Rd.,Taipei City 108,Taiwan(R.O.C.)",02-23831334,27
柯達大飯店台北林森,Sky Gate Hotel,臺北市中山區林森北路74號、76號(1樓至8樓 ),"12F、13F, No. 52, Hanzhong Street, Wanhua District, Taipei City 108,Taiwan(R.O.C)",02-25712222,49
WESTGATE HOTEL 永安棧,YIHUA Hotel,臺北市萬華區中華路一段148號1樓、148之1號1樓及150號1至10樓,"No.197, Lequn 2nd Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23313161,121
美好行旅北車重慶館,Taisugar Hotel Taipei,臺北市中正區重慶南路一段1號5樓,"No.39, Sec. 1, Zhonghua Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",03-2873706,14
承攜行旅台北台大館,CHECK inn Taipei Main Station Branch,臺北市中正區羅斯福路三段98號1-8樓,"1F.~10F,No. 4, Xiangyang Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-23657367,35
美好行旅,Howard Civil Service International House,臺北市中正區開封街一段2號12樓、12樓之1,"No.30.Sec.3,Shin-Shene South Road Taipei.106,Taiwan.R O.C",02-23617608,5
探索汽車旅館延平館,Taipei Garden Hotel,臺北市士林區延平北路五段23號2至5樓及23之1號2至5樓,"No.1, Sec. 2, Zhonghua Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-88112588,40
陸號行旅西門館,Leofoo Residences,臺北市萬華區中華路一段152號5樓、5樓之1、9樓、10樓；成都路1號9樓、10樓,"No.38, Sec. 1, Nanjing E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23144003,27
金來商旅,EasternBeauty Hotel,"臺北市中正區金山南路1段71號B1-7樓,71之1號2-7樓","1-4F., No.33, Yijiang St., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23979399,48
文舺行旅,Guide Hotel Taipei NTU,臺北市萬華區西園路一段139號1-4樓,"1-8F., No.98, Sec. 3, Roosevelt Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-23064990,9
陸號行旅中華館,E-JIA,臺北市萬華區中華路一段90號9樓、11樓,"3F,NO40,JHINGHE ST,BEITOUDIST,TAIPEI",02-23112522,72
雀客旅館台北站前,Easy Stay Ximen Backpackers Guest House,臺北市中正區襄陽路4號(1至10樓),"10F., No. 67, Ximing S. Rd., Wanhua Dist., Taipei City 10844, Taiwan(R. O. C)",02-23120522,100
北投天玥泉溫泉會館,Lininn tpan,臺北市北投區中山路3號3樓,"14F,No.2,Sec 3,Bade Rd,ShongShang Dist Taipei,Taiwan",02-28988661,21
北門臥客青年旅舍,Taipei Kyoto Hotel,臺北市大同區甘谷街26號2樓之1,"No.38, Changchun Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25557177,5
MVSA 慕舍酒店,GOOD HOTEL,臺北市中山區建國北路一段61號,"No.2, Ln. 624, Sec. 4, Bade Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-25006772,38
台北馥華商旅南港館,BURGARY HOTEL,臺北市南港區三重路23號1-4樓,"1-15F., No.168, Sec. 1, Zhonghua Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-27852655,66
東旅,Members Hotel at Taipei 101,臺北市松山區南京東路五段97號地下1樓、1樓夾層、1至10樓,"5F., No.22, Sec. 2, Keelung Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",02-27663889,35
台北文華東方酒店,ART&#39;OTEL,臺北市松山區敦化北路158號B3-14樓,"4F., No.142-2, Sec. 2, Changsha St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-27156888,303
台北國際飯店,TW Hostel,臺北市中山區南京東路一段66號3樓至10樓,"3F., No. 56, Sec.2, HanKou St., Wanhua Dist., Taipei City 108, Taiwan (R. O. C)",02-66085999,85
拉開門輕旅,CITY SUITES Taipei Nandong,臺北市中正區紹興北街8號4樓之1至4樓之3,"B3-7F., No.411, Sec. 5, Nanjing E. Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-66044400,6
皇家大飯店,GHotel,臺北市中正區懷寧街5-1號1-6樓,"6F, No. 165, Nanjing W. Rd., Datong Dist., Taipei City 103008 , Taiwan (R.O.C.)",02-23111668,40
途中‧台北國際青年旅舍,Formosa 101 Taipei Main Branch,臺北市北投區光明路82號1至5樓,"2、4F., No. 45、47, Sec. 1, Hankou St., Zhongzheng Dist., Taipei City 100006, Taiwan (R.O.C.)",02-28910230,10
同一大飯店,"Mandarin Oriental Hotel, Taipei",臺北市中山區農安街36號3-10樓　,"B3-14F, No.158, Dunhua N. Rd., Songshan Dist., Taipei City 10548, Taiwan (R.O.C.)",02-25923977,95
新麗旅店,Meworld Hotel - Ximen,"臺北市萬華區開封街二段53號3-5,7-9樓","1-6F., No.101, Chengdu Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23817899,22
薆悅酒店,CHECK INN　,臺北市萬華區西寧南路107號1至10樓,"1-13F., No.253, Songjiang Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23753388,53
歐華酒店,SHIN HER HOTEL,臺北市中山區林森北路646號,"2-6F., No.75-1, Sec. 2, Roosevelt Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-25853258,112
門埕青旅,Green World NanGang,臺北市大同區鄭州路21巷10號(1至3樓),"No.526, Sec. 7, Zhongxiao E. Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)",02-25585676,2
誠品行旅,The Box Hotel,臺北市信義區菸廠路98號、2樓、3樓,"9F, No. 22, Sec.1, Chongqing N Rd, Datong Dist. Taipei City 108, Taiwan(R. O. C)",02-66262888,104
大欣大飯店,Smile Inn,臺北市中山區中山北路二段27巷2-2號1-5樓,"6F., No.8, Guanqian Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25652155,32
趣旅館‧林森館,HAPPINESS HOTEL,臺北市中山區林森北路487號1樓至2樓,"1-4F., No.26, Ln. 55, Neijiang St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-25683242,123
卡夫人背包客棧,Tansuo Dingji Hotel,臺北市中正區館前路34號7樓,"1-4F., No.66, Chongyang Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)",02-23881666,14
賦樂旅居,ROADERS PLUS HOTEL-TAIPEI STATION,臺北市大安區大安路一段56號、56號4樓,"4,24-35F., No. 80, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100007 , Taiwan (R.O.C.",02-27111118,42
台北中山雅樂軒酒店,Hotel Cloud,臺北市中山區雙城街1號,"No.24, Changchun Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-77439999,88
台北星辰旅館,Click Hotel Taipei Main Station Branch,臺北市中正區金山南路一段80號1至7樓,"5F., No.72, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-23971377,52
新驛旅店西門捷運店,SWIIO HOTEL,"臺北市中正區衡陽路124號1、2、4、6、7樓,寶慶路63號","5.6.10F., No.72, Sec. 2, Wuchang St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-77252288,44
麗都大飯店,"HotelsHere,Taipei",臺北市大安區信義路三段11號1-11樓,"4-5F, No.11, Sec. 2, Nanjing E. Road, Zhongshan District, Taipei city",02-27065600,73
力歐時尚旅館西門館,R & F HOTEL,"臺北市萬華區康定路25巷36弄4,6號2-4樓","3F., No.235, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-23889855,17
上賓大飯店,The Door Inn,臺北市中山區錦州街23巷4號,"No. 23, Anxi St., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-25113232,50
友徠精品旅館,citizenM Taipei North Gate,臺北市南港區重陽路57巷15號,"No.3, Sec. 1, Zhonghua Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-26510101,26
浩室物業1館,Howard Plaza Hotel,臺北市萬華區昆明街316號、318號,"No.160, Ren Ai Rd., Sec. 3 Da-an Dist., Taipei City 106, Taiwan (R.O.C.)",02-77553617,11
希爾商旅台北館,miniinn,臺北市中山區南京東路二段11號4至5樓,"5F-6F., No.23, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25678858,32
旅樂序精品旅館二館,Discovery Hotel.Linsen,臺北市中正區漢口街一段15號1至8樓,"1F., No.487, Linsen N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23757555,58
國際大旅館,Caishe Hotel,臺北市北投區湖山路一段7號,"3 and 7 F., No.34, Nong-an St., Jhongshan District, Taipei City 104, Taiwan (R.O.C.)",02-28617100,44
寶格利時尚旅館,PURPLE GARDEN HOTEL,臺北市萬華區中華路一段168號1-15樓,"No.30, Lane 18, Nanjing W. Rd., Datong District, Taipei City 103, Taiwan (R.O.C.)",02-23821314,46
香樹花園酒店,San Want Residences,臺北市中山區堤頂大道二段566號1樓、2樓、4 樓（四層至六層）、7樓（七層至十一層）,"No.128, Sec. 1, Nanjing E. Rd., Jhongshan District, Taipei City 104, Taiwan (R.O.C.)",02-85023955,84
台灣柒天精品旅店,H Hotel,臺北市萬華區環河南路二段282號1至4樓,"No.202, Sec. 4, Chongqing N. Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)",02-23085222,36
橙舍背包客國際青年旅館,Chengdu 111 Business Hotel,臺北市萬華區漢口街二段41號1-3樓,"1-6F, No. 111, Chengdu Road, Wanhua District, Taipei City",02-23119559,5
藝築文旅開封館,Dandy Hotel Tianjin Branch,臺北市萬華區開封街二段63號,"No.13, Ln. 135, Sec. 1, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23312986,12
方舟旅店,Uline Boutique Motel,臺北市中正區信義路二段255號1至4樓,"No.15, Ln. 57, Chongyang Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)",02-23912600,12
太子文旅-修齊館,TAI HOPE HOTEL,臺北市中正區思源街16、16之1號,"1-6F., No.137, Xing’an St., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-23631066,95
春天酒店,Hotel Riverview Taipei,臺北市北投區幽雅路18號,"No.77, Sec. 1, Huanhe S. Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-28924546,81
玩行旅 台北館,Wowhappy Daan,臺北市中正區金山南路1段8號1樓至8樓,"No.81,81-1, Sec. 1, Da-an Rd., Da-an District, Taipei City 106, Taiwan (R.O.C.)",02-23212680,49
嘉賓閣旅館,Hao Zhu Hotel,臺北市北投區光明路230號B1-7樓,No.106，Sec.1，Xinsheng N.Rd.，Zhongshan Dist.，Taipei City 104，Taiwan(R.O.C),02-28930055,47
台北慕軒飯店，臻品之選,YOMI hotel,臺北市大安區敦化南路一段331號1-13樓,"No.28, Sec. 1, Minsheng E. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-77266699,124
美麗信花園酒店,CHECKinn Express Taipei Station,臺北市中山區市民大道三段83號,"1-8F., No.64, Taiyuan Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-87728800,203
漫旅時光,CRYSTAL HOTEL,臺北市中山區林森北路282號3樓,"No.192, Xizang Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-25617711,20
美亞商旅,HUB HOTEL Zhongshan,臺北市中正區忠孝西路一段50號3樓至5樓及3樓之1至5樓之1,"No.6, Jinsi St., Jhongshan District, Taipei City",02-23313001,264
龍山旅社,Hub Hotel Ximen Inn Kunming Branch,臺北市萬華區西園路一段125巷13-1號1-3樓,"7-8F., No.142, Kunming St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23064990,14
龍蝦先生的秘密巢穴,Tango hotel Taipei NanShi,臺北市大同區重慶北路一段22號9樓,"No.3, Nanjing W. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25558752,33
小雅旅店,The rooms Inn,臺北市松山區八德路四段616號5樓,"2F.-1,-2, No. 96, Linsen N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-27631122,17
天雲旅棧台北基河,SHILIN DING 24H HOTEL,臺北市士林區基河路18號,"No.26, Anping St., Shihlin District, Taipei City",02-28856666,31
日日吉旅店,MAYER INN,臺北市大同區昌吉街1號 1樓至3樓,"3-5F., No. 50, Sec. 1, Zhongxiao W. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25991787,21
北投晶泉丰旅,Green World Taipei Station,臺北市北投區泉源路19號、19之1號（地上1層至地上14層）,"No.21,1-10F and No.15, 2-10F , Sec. 1, Chongqing S. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (",02-66108000,98
丹迪旅店-大安森林公園店,Caesar Metro Hotel,臺北市大安區信義路三段33號3-10樓,"No.167, Bangka Blvd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-27076899,73
天雲旅棧台北開封,Just Inn Taipei（City Hall）,臺北市中正區開封街1段33號1至8樓,"1/F,No.182,Section 1,Keelung Rd, Xinyi Dist,Taipei",02-23811111,158
泊居旅店二館,FUN INN TAIPEI,臺北市中山區林森北路96號3樓、3樓之1,"2F., No.21, Yanping S. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25417766,14
享住旅店 Just Live Inn,STAY INN TAIPEI,"臺北市中正區漢口街一段4,6號2-4樓","10F., No.71, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-23713151,18
老爺商務會館,Royal Inn Taipei Linsen,臺北市中山區南京西路1號8-11樓,"4-12F., No.83, Linsen N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25316171,76
旅晨行旅,Shuyuan Hotel,臺北市中正區重慶南路一段1號2樓,"3F., No.20, Jinjhou St., Jhongshan District, Taipei City",02-23116388,23
台北美福大飯店,Meander Taipei Hostel,臺北市中山區樂群二路55號,"2-6F., No.163, Chengdu Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-77223399,146
?朗旅宿,Nai Jing Hotel,臺北市大安區金華街187號2樓、5樓~13樓,"12F., No.168, Sec. 1, Xiyuan Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23418828,100
意芙旅店,In-Stone Motel,臺北市大同區延平北路二段197號2樓,"No.15, Sec. 2, Xiuming Rd., Wenshan Dist., Taipei City 116, Taiwan (R.O.C.)",02-25532133,20
洛碁大飯店慶天閣,SHAN-SHUI-YUE RESORT,臺北市中山區中山北路二段181號7-9樓,"No.6, Ln. 20, Zhonghe St., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-25971281,24
雀客藏居台北內湖,Sleepbox Hostel,臺北市內湖區成功路二段512、514號地下1樓至10樓,"1F., No.34, Hengyang Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-27956977,160
所在行旅,HOTEL LEE-CHAN,臺北市中正區忠孝西路一段50號 24樓之6,"7F., No.656, Sec. 4, Bade Rd., Songshan District, Taipei City 105, Taiwan (R.O.C.)",02-77552077,2
美代溫泉飯店,Green World Zhonghua,臺北市北投區光明路281號1-3樓,"2,3,10-14F., No.41, Sec. 1, Zhonghua Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-28912174,20
新舍商旅-林森館,chez nous hotel,臺北市中山區林森北路477號,"No.18, Ln. 147, Sec. 3, Xinyi Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-77431000,79
雀客旅館台北內湖,SUNSHINE SHIHLIN PAPER HOTEL,臺北市內湖區民權東路六段123巷34弄1號1至12樓,"No.8, Ln. 48, Fude Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)",02-87925319,87
立和商務旅館-漢口館,ARTINN KUNMING,臺北市萬華區漢口街二段54號10樓,"10F., No. 79, Kunming St., Wanhua Dist., Taipei City, Taiwan (R.O.C.)",02-23613350,59
五月家青旅台大館,Corner Hostel,臺北市文山區羅斯福路四段208號1-2樓,"No. 33, Minzu W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-23652284,13
黛芬旅館,JIIZUHOSTEL,臺北市萬華區昆明街76號3樓,"2-4F No.1-2,2-4F No.1-1,1-4F No.1,Ln.123,Sec.5,Nanjing E.Rd.,Songshan Dist.,Taipei City 105,Taiwan R",02-23719751,15
慶爾喜旅館長沙一館,Chaiin Hotel - Dongmen,臺北市萬華區長沙街二段11號2樓,"No.163, Sec. 2, Xinyi Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-77309920,15
六福居,LE ROOM HOTEL,臺北市中山區南京東路一段38號,"1-6F.,No.32, Kangding Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-77010165,49
客憩旅宿,CHO HOTEL 2,臺北市中正區重慶南路一段63號2樓,"No.119, Kunming St., Wanhua Dist., Taipei City 108, Taiwan",02-23116118,11
在家行旅,Sheraton Grand Taipei Hotel,臺北市中山區中山北路二段65巷2弄3號1-4樓,"No.12, Sec. 1, Zhongxiao E. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-25413959,15
香城大飯店,Cheershotel ZhongHua,臺北市大安區信義路四段295號1至11樓,"7th and 11th floors, No. 152, Section 1, Zhonghua Road and 7th and 11th floors, No. 1, Chengdu Road",02-27049546,60
儷萊飯店(普亨萊大飯店),Flip Flop Hostel Garden,臺北市中正區中華路一段21號12樓,"No.122, Chang’an W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",02-23111440,13
瘋台北青旅,hotel6 Wannien,臺北市中正區延平南路21號2樓及6樓,"6F.,No.70,Xining S Rd.,Wanhua Dist.,Taipei City108001,Taiwan(R.O.C.)",02-23821818,17
台北臥客旅店,SHOW ART HOTEL,臺北市大同區甘谷街26號7樓,"5F., No.616, Sec. 4, Bade Rd., Songshan Dist., Taipei City 105, Taiwan (R.O.C.)",02-25557177,13
城市商旅北門二館,"Kodak Hotel, Taipei 1",臺北市大同區長安西路271號2樓至4樓、275號1樓至4樓,"No.1, Ln. 11, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25525777,19
宜津美侖大飯店,MEI KUAN YUAN HOTEL,"臺北市大安區復興南路1段315號,317號,317號2樓","NO.13,Lane 90,Xining South Rd.Wanhua Dist,Taipei,Taiwan",02-55793888,143
日光樂居成都館,Hotel attic,臺北市萬華區成都路99號2樓至4樓,"10F., No.11, Sec. 2, Changsha St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-23886898,14
天閣酒店(台北林森),CheersLoft,臺北市中山區中山北路一段83巷15號1樓至6樓,"2F,N0.11,Sec.2,Changsha St. Wahua Dist. , Taipei City 108, Taiwan",02-25319999,65
丰居旅店忠孝館,"Madison Taipei, a Tribute Portfolio Hotel",臺北市大安區復興南路1段126巷1號3樓(含3樓、3樓夾層、4樓),"1-13F., No.331, Sec. 1, Dunhua S. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)",02-77116368,21
109 Inn Taipei 台北109旅店,HOME HOTEL,臺北市中正區博愛路36號3樓、7樓,"1F,3-12F., No.90, Songren Rd., Xinyi Dist., Taipei City 110, Taiwan (R.O.C.)",0905-972109,14
承攜行旅台北復北館,K HOTELS TAIPEI TIANJIN,臺北市松山區復興北路307號1至7樓,"No.22, Ln. 53, Sec. 1, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-27122155,65
伊倫商務旅館,SHIHHSIN HOTEL,臺北市中山區松江路123巷10號1-4樓,"4F., No.34, Kunming St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",02-25076666,31
馥悅溫泉酒店,Ruijiu International Hotel,臺北市北投區中山路26號1-5樓,"5F., No.95-1, Songjiang Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-28969798,44
夾腳拖的家長安122,Green World Jianpei,臺北市大同區長安西路 122 號、124號 1至4樓,"No.140, Sec. 1, Jianguo N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",02-25585050,31
合星旅館,C.J inn,臺北市大安區忠孝東路四段147巷5號3樓,"No.38 ,sec2, Zhongxiao W.rd, Wanhua Dist,Taipei city.108.Taiwan.",02-27218225,18
台北W飯店,Hua Shan Din By Cosmos Creation,臺北市信義區忠孝東路五段10號,"79 Sec. 2, Zhongxiao East Road, Jhongjheng Dist., Taipei City 100, Taiwan (R.O.C.)",02-77038888,405
貴都飯店,WARM LIFE HOTEL,臺北市萬華區西藏路192-1號,"1-5F., No.380, Sec. 7, Chengde Rd., Beitou Dist., Taipei City 112, Taiwan (R.O.C.)",02-23029345,69
瀚寓夏天,"H? House, Taipei",臺北市中正區汀州路三段62號、3樓、6樓,"No.172, Sec. 2 Chongqing N. Rd. ,Datong Dist.,Taipei City 10357, Taiwan (R.O.C.)",02-87583777,69
